process,hurst_true,repeat,method,estimate,lag1_acf
fGn,0.5,47,custom_dfa,0.5294240334495512,0.02296566172704888
fGn,0.5,48,custom_rs,0.5348648867395995,-0.007633949171643274
fGn,0.5,48,custom_dfa,0.4882326746899918,-0.007633949171643274
fGn,0.5,49,custom_rs,0.5689908906982669,0.01542978447920295
fGn,0.5,49,custom_dfa,0.5258111405870635,0.01542978447920295
fGn,0.5,50,custom_rs,0.5594243512777748,-0.006615866959493393
fGn,0.5,50,custom_dfa,0.4910660837006071,-0.006615866959493393
fGn,0.5,51,custom_rs,0.5241436130460859,-0.0017952618601422693
fGn,0.5,51,custom_dfa,0.4646481427202345,-0.0017952618601422693
fGn,0.5,52,custom_rs,0.586788682326949,0.009891241753141584
fGn,0.5,52,custom_dfa,0.5499416336603975,0.009891241753141584
fGn,0.5,53,custom_rs,0.5505246813254248,0.012795490763704766
fGn,0.5,53,custom_dfa,0.5133308904332384,0.012795490763704766
